trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
47251684,15:23:52,15:23:52,4719,46,,0,0,16.4603
47251684,15:25:07,15:25:07,2019,47,,0,0,16.7218
47251684,15:25:39,15:25:39,3946,48,,0,0,16.8334
47251684,15:27:13,15:27:13,3942,49,,0,0,17.1617
47251684,15:29:02,15:29:02,7994,50,,0,0,17.5422
47251684,15:30:00,15:30:00,14758,51,,0,0,17.7330
47251685,10:30:00,10:30:00,23940,1,,0,0,
47251685,10:35:39,10:35:39,23942,2,,0,0,1.7978
47251685,10:37:04,10:37:04,23941,3,,0,0,2.0984
47251685,10:39:12,10:39:12,4395,4,,0,0,2.5513
47251685,10:41:11,10:41:11,5005,5,,0,0,2.9718
47251685,10:42:49,10:42:49,5332,6,,0,0,3.3162
47251685,10:44:18,10:44:18,23943,7,,0,0,3.6315
47251685,10:48:41,10:48:41,7681,8,,0,0,4.6768
47251685,10:50:42,10:50:42,3948,9,,0,0,5.1729
47251685,10:51:39,10:51:39,3280,10,,0,0,5.4098
47251685,10:52:27,10:52:27,5277,11,,0,0,5.6069
47251685,10:53:14,10:53:14,1443,12,,0,0,5.8033
47251685,10:54:29,10:54:29,6485,13,,0,0,6.1109
47251685,10:55:41,10:55:41,23901,14,,0,0,6.3370
47251685,10:56:24,10:56:24,23944,15,,0,0,6.4570
47251685,10:57:58,10:57:58,23945,16,,0,0,6.7176
47251685,11:00:39,11:00:39,7946,17,,0,0,7.1631
47251685,11:02:42,11:02:42,15038,18,,0,0,7.5029
47251685,11:04:13,11:04:13,4829,19,,0,0,7.7540
47251685,11:05:37,11:05:37,1125,20,,0,0,7.9862
47251685,11:07:48,11:07:48,14250,21,,0,0,8.3473
47251685,11:14:11,11:14:11,455,22,,0,0,9.0528
47251685,11:18:41,11:18:41,7203,23,,0,0,9.7273
47251685,11:21:33,11:21:33,24391,24,,0,0,10.1845
47251685,11:24:25,11:24:25,5155,25,,0,0,10.6211
47251685,11:25:27,11:25:27,4559,26,,0,0,10.7743
47251685,11:26:48,11:26:48,5310,27,,0,0,10.9746
47251685,11:28:23,11:28:23,1594,28,,0,0,11.2096
47251685,11:30:00,11:30:00,8778,29,,0,0,11.4489
47251685,11:33:42,11:33:42,454,30,,0,0,12.0233
47251685,11:34:33,11:34:33,7952,31,,0,0,12.1900
47251685,11:35:26,11:35:26,23946,32,,0,0,12.3628
47251685,11:39:12,11:39:12,2493,33,,0,0,13.0996
47251685,11:40:40,11:40:40,2005,34,,0,0,13.3884
47251685,11:42:29,11:42:29,23947,35,,0,0,13.7448
47251685,11:42:54,11:42:54,392,36,,0,0,13.8278
47251685,11:43:40,11:43:40,23947,37,,0,0,14.0109
47251685,11:44:40,11:44:40,4496,38,,0,0,14.2707
47251685,11:45:42,11:45:42,10146,39,,0,0,14.5413
47251685,11:46:23,11:46:23,3594,40,,0,0,14.7191
47251685,11:47:18,11:47:18,1779,41,,0,0,14.9600
47251685,11:48:42,11:48:42,5729,42,,0,0,15.3261
47251685,11:49:52,11:49:52,393,43,,0,0,15.6311
47251685,11:51:25,11:51:25,4734,44,,0,0,15.9470
47251685,11:52:42,11:52:42,2101,45,,0,0,16.2151
47251685,11:53:52,11:53:52,4719,46,,0,0,16.4603
47251685,11:55:07,11:55:07,2019,47,,0,0,16.7218
47251685,11:55:39,11:55:39,3946,48,,0,0,16.8334
47251685,11:57:13,11:57:13,3942,49,,0,0,17.1617
47251685,11:59:02,11:59:02,7994,50,,0,0,17.5422
47251685,12:00:00,12:00:00,14758,51,,0,0,17.7330
47251686,9:00:00,9:00:00,23940,1,,0,0,
47251686,9:05:39,9:05:39,23942,2,,0,0,1.7978
47251686,9:07:04,9:07:04,23941,3,,0,0,2.0984
47251686,9:09:12,9:09:12,4395,4,,0,0,2.5513
47251686,9:11:11,9:11:11,5005,5,,0,0,2.9718
47251686,9:12:49,9:12:49,5332,6,,0,0,3.3162
47251686,9:14:18,9:14:18,23943,7,,0,0,3.6315
47251686,9:18:41,9:18:41,7681,8,,0,0,4.6768
47251686,9:20:42,9:20:42,3948,9,,0,0,5.1729
47251686,9:21:39,9:21:39,3280,10,,0,0,5.4098
47251686,9:22:27,9:22:27,5277,11,,0,0,5.6069
47251686,9:23:14,9:23:14,1443,12,,0,0,5.8033
47251686,9:24:29,9:24:29,6485,13,,0,0,6.1109
47251686,9:25:41,9:25:41,23901,14,,0,0,6.3370
47251686,9:26:24,9:26:24,23944,15,,0,0,6.4570
47251686,9:27:58,9:27:58,23945,16,,0,0,6.7176
47251686,9:30:39,9:30:39,7946,17,,0,0,7.1631
47251686,9:32:42,9:32:42,15038,18,,0,0,7.5029
47251686,9:34:13,9:34:13,4829,19,,0,0,7.7540
47251686,9:35:37,9:35:37,1125,20,,0,0,7.9862
47251686,9:37:48,9:37:48,14250,21,,0,0,8.3473
47251686,9:44:11,9:44:11,455,22,,0,0,9.0528
47251686,9:48:41,9:48:41,7203,23,,0,0,9.7273
47251686,9:51:33,9:51:33,24391,24,,0,0,10.1845
47251686,9:54:25,9:54:25,5155,25,,0,0,10.6211
47251686,9:55:27,9:55:27,4559,26,,0,0,10.7743
47251686,9:56:48,9:56:48,5310,27,,0,0,10.9746
47251686,9:58:23,9:58:23,1594,28,,0,0,11.2096
47251686,10:00:00,10:00:00,8778,29,,0,0,11.4489
47251686,10:03:42,10:03:42,454,30,,0,0,12.0233
47251686,10:04:33,10:04:33,7952,31,,0,0,12.1900
47251686,10:05:26,10:05:26,23946,32,,0,0,12.3628
47251686,10:09:12,10:09:12,2493,33,,0,0,13.0996
47251686,10:10:40,10:10:40,2005,34,,0,0,13.3884
47251686,10:12:29,10:12:29,23947,35,,0,0,13.7448
47251686,10:12:54,10:12:54,392,36,,0,0,13.8278
47251686,10:13:40,10:13:40,23947,37,,0,0,14.0109
47251686,10:14:40,10:14:40,4496,38,,0,0,14.2707
47251686,10:15:42,10:15:42,10146,39,,0,0,14.5413
47251686,10:16:23,10:16:23,3594,40,,0,0,14.7191
47251686,10:17:18,10:17:18,1779,41,,0,0,14.9600
47251686,10:18:42,10:18:42,5729,42,,0,0,15.3261
47251686,10:19:52,10:19:52,393,43,,0,0,15.6311
47251686,10:21:25,10:21:25,4734,44,,0,0,15.9470
47251686,10:22:42,10:22:42,2101,45,,0,0,16.2151
47251686,10:23:52,10:23:52,4719,46,,0,0,16.4603
47251686,10:25:07,10:25:07,2019,47,,0,0,16.7218
47251686,10:25:39,10:25:39,3946,48,,0,0,16.8334
47251686,10:27:13,10:27:13,3942,49,,0,0,17.1617
47251686,10:29:02,10:29:02,7994,50,,0,0,17.5422
47251686,10:30:00,10:30:00,14758,51,,0,0,17.7330
47251687,12:00:00,12:00:00,23940,1,,0,0,
47251687,12:05:39,12:05:39,23942,2,,0,0,1.7978
47251687,12:07:04,12:07:04,23941,3,,0,0,2.0984
47251687,12:09:12,12:09:12,4395,4,,0,0,2.5513
47251687,12:11:11,12:11:11,5005,5,,0,0,2.9718
47251687,12:12:49,12:12:49,5332,6,,0,0,3.3162
47251687,12:14:18,12:14:18,23943,7,,0,0,3.6315
47251687,12:18:41,12:18:41,7681,8,,0,0,4.6768
47251687,12:20:42,12:20:42,3948,9,,0,0,5.1729
47251687,12:21:39,12:21:39,3280,10,,0,0,5.4098
47251687,12:22:27,12:22:27,5277,11,,0,0,5.6069
47251687,12:23:14,12:23:14,1443,12,,0,0,5.8033
47251687,12:24:29,12:24:29,6485,13,,0,0,6.1109
47251687,12:25:41,12:25:41,23901,14,,0,0,6.3370
47251687,12:26:24,12:26:24,23944,15,,0,0,6.4570
47251687,12:27:58,12:27:58,23945,16,,0,0,6.7176
47251687,12:30:39,12:30:39,7946,17,,0,0,7.1631
47251687,12:32:42,12:32:42,15038,18,,0,0,7.5029
47251687,12:34:13,12:34:13,4829,19,,0,0,7.7540
47251687,12:35:37,12:35:37,1125,20,,0,0,7.9862
47251687,12:37:48,12:37:48,14250,21,,0,0,8.3473
47251687,12:43:45,12:43:45,455,22,,0,0,9.0528
47251682,15:30:00,15:30:00,23940,1,,0,0,
47251682,15:35:39,15:35:39,23942,2,,0,0,1.7978
47251682,15:37:04,15:37:04,23941,3,,0,0,2.0984
47251682,15:39:12,15:39:12,4395,4,,0,0,2.5513
47251682,15:41:11,15:41:11,5005,5,,0,0,2.9718
47251682,15:42:49,15:42:49,5332,6,,0,0,3.3162
47251682,15:44:18,15:44:18,23943,7,,0,0,3.6315
47251682,15:48:40,15:48:40,7681,8,,0,0,4.6768
47251682,15:50:40,15:50:40,3948,9,,0,0,5.1729
47251682,15:51:37,15:51:37,3280,10,,0,0,5.4098
47251682,15:52:24,15:52:24,5277,11,,0,0,5.6069
47251682,15:53:11,15:53:11,1443,12,,0,0,5.8033
47251682,15:54:25,15:54:25,6485,13,,0,0,6.1109
47251688,8:25:24,8:25:24,23901,1,,0,0,0.0929
47251688,8:25:55,8:25:55,23944,2,,0,0,0.2130
47251688,8:27:03,8:27:03,23945,3,,0,0,0.4736
47251688,8:28:59,8:28:59,7946,4,,0,0,0.9190
47251688,8:30:59,8:30:59,8765,5,,0,0,1.3813
47251688,8:31:50,8:31:50,6925,6,,0,0,1.5784
47251688,8:32:40,8:32:40,4030,7,,0,0,1.7726
47251688,8:34:10,8:34:10,7121,8,,0,0,2.1196
47251688,8:35:41,8:35:41,8467,9,,0,0,2.4711
47251688,8:40:44,8:40:44,23943,10,,0,0,3.5781
47251688,8:42:29,8:42:29,8990,11,,0,0,3.9023
47251688,8:43:12,8:43:12,1678,12,,0,0,4.0371
47251688,8:44:12,8:44:12,15469,13,,0,0,4.2235
47251688,8:46:23,8:46:23,4509,14,,0,0,4.6301
47251688,8:48:18,8:48:18,6701,15,,0,0,4.9853
47251688,8:50:36,8:50:36,23942,16,,0,0,5.4086
47251688,8:52:08,8:52:08,23941,17,,0,0,5.7093
47251688,8:54:17,8:54:17,10060,18,,0,0,6.1317
47251688,9:00:00,9:00:00,23940,19,,0,0,7.2458
47251689,15:30:00,15:30:00,14758,1,,0,0,
47251689,15:31:27,15:31:27,9234,2,,0,0,0.3461
47251689,15:32:40,15:32:40,7920,3,,0,0,0.6396
47251689,15:33:20,15:33:20,10146,4,,0,0,0.7989
47251689,15:34:04,15:34:04,3594,5,,0,0,0.9768
47251689,15:35:04,15:35:04,1779,6,,0,0,1.2176
47251689,15:36:36,15:36:36,5729,7,,0,0,1.5837
47251689,15:37:52,15:37:52,393,8,,0,0,1.8887
47251689,15:39:38,15:39:38,4734,9,,0,0,2.2046
47251689,15:41:06,15:41:06,2101,10,,0,0,2.4727
47251689,15:42:26,15:42:26,4719,11,,0,0,2.7179
47251689,15:43:52,15:43:52,2019,12,,0,0,2.9794
47251689,15:44:28,15:44:28,3946,13,,0,0,3.0910
47251689,15:45:56,15:45:56,7601,14,,0,0,3.3604
47251689,15:46:27,15:46:27,23947,15,,0,0,3.4549
47251689,15:46:54,15:46:54,392,16,,0,0,3.5379
47251689,15:50:14,15:50:14,6166,17,,0,0,4.0947
47251689,15:51:55,15:51:55,6265,18,,0,0,4.3823
47251689,15:53:10,15:53:10,7574,19,,0,0,4.5373
47251689,15:54:16,15:54:16,383,20,,0,0,4.6743
47251689,15:55:00,15:55:00,8320,21,,0,0,4.7654
47251689,15:57:20,15:57:20,454,22,,0,0,5.0848
47251689,15:58:04,15:58:04,7952,23,,0,0,5.2515
47251689,15:58:51,15:58:51,8638,24,,0,0,5.4293
47251689,16:00:10,16:00:10,1029,25,,0,0,5.7247
47251689,16:00:55,16:00:55,5607,26,,0,0,5.8927
47251689,16:01:36,16:01:36,4334,27,,0,0,6.0454
47251689,16:02:32,16:02:32,3161,28,,0,0,6.2562
47251689,16:03:54,16:03:54,24391,29,,0,0,6.5617
47251689,16:08:01,16:08:01,5788,30,,0,0,7.1689
47251689,16:11:17,16:11:17,455,31,,0,0,7.5796
47251689,16:17:51,16:17:51,14250,32,,0,0,8.7698
47251689,16:21:14,16:21:14,6966,33,,0,0,9.2699
47251689,16:22:55,16:22:55,1489,34,,0,0,9.5183
47251689,16:32:30,16:32:30,23901,35,,0,0,10.9218
47251690,13:11:32,13:11:32,455,1,,0,0,
47251690,13:17:51,13:17:51,14250,2,,0,0,1.1902
47251690,13:21:14,13:21:14,6966,3,,0,0,1.6903
47251690,13:22:55,13:22:55,1489,4,,0,0,1.9387
47251690,13:25:29,13:25:29,23901,5,,0,0,2.3549
47251690,13:26:00,13:26:00,23944,6,,0,0,2.4749
47251690,13:27:07,13:27:07,23945,7,,0,0,2.7355
47251690,13:29:02,13:29:02,7946,8,,0,0,3.1809
47251690,13:31:02,13:31:02,8765,9,,0,0,3.6432
47251690,13:31:53,13:31:53,6925,10,,0,0,3.8403
47251690,13:32:43,13:32:43,4030,11,,0,0,4.0345
47251690,13:34:13,13:34:13,7121,12,,0,0,4.3815
47251690,13:35:44,13:35:44,8467,13,,0,0,4.7330
47251690,13:40:44,13:40:44,23943,14,,0,0,5.8400
47251690,13:42:29,13:42:29,8990,15,,0,0,6.1642
47251690,13:43:12,13:43:12,1678,16,,0,0,6.2990
47251690,13:44:12,13:44:12,15469,17,,0,0,6.4854
47251690,13:46:23,13:46:23,4509,18,,0,0,6.8920
47251690,13:48:18,13:48:18,6701,19,,0,0,7.2472
47251690,13:50:36,13:50:36,23942,20,,0,0,7.6705
47251690,13:52:08,13:52:08,23941,21,,0,0,7.9712
47251690,13:54:17,13:54:17,10060,22,,0,0,8.3936
47251690,14:00:00,14:00:00,23940,23,,0,0,9.5077
47251691,12:00:00,12:00:00,14758,1,,0,0,
47251691,12:01:27,12:01:27,9234,2,,0,0,0.3461
47251691,12:02:40,12:02:40,7920,3,,0,0,0.6396
47251691,12:03:20,12:03:20,10146,4,,0,0,0.7989
47251691,12:04:04,12:04:04,3594,5,,0,0,0.9768
47251691,12:05:04,12:05:04,1779,6,,0,0,1.2176
47251691,12:06:36,12:06:36,5729,7,,0,0,1.5837
47251691,12:07:52,12:07:52,393,8,,0,0,1.8887
47251691,12:09:38,12:09:38,4734,9,,0,0,2.2046
47251691,12:11:06,12:11:06,2101,10,,0,0,2.4727
47251691,12:12:26,12:12:26,4719,11,,0,0,2.7179
47251691,12:13:52,12:13:52,2019,12,,0,0,2.9794
47251691,12:14:28,12:14:28,3946,13,,0,0,3.0910
47251691,12:15:56,12:15:56,7601,14,,0,0,3.3604
47251691,12:16:27,12:16:27,23947,15,,0,0,3.4549
47251691,12:16:54,12:16:54,392,16,,0,0,3.5379
47251691,12:20:14,12:20:14,6166,17,,0,0,4.0947
47251691,12:21:55,12:21:55,6265,18,,0,0,4.3823
47251691,12:23:10,12:23:10,7574,19,,0,0,4.5373
47251691,12:24:16,12:24:16,383,20,,0,0,4.6743
47251691,12:25:00,12:25:00,8320,21,,0,0,4.7654
47251691,12:27:20,12:27:20,454,22,,0,0,5.0848
47251691,12:28:04,12:28:04,7952,23,,0,0,5.2515
47251691,12:28:51,12:28:51,8638,24,,0,0,5.4293
47251691,12:30:10,12:30:10,1029,25,,0,0,5.7247
47251691,12:30:55,12:30:55,5607,26,,0,0,5.8927
47251691,12:31:36,12:31:36,4334,27,,0,0,6.0454
47251691,12:32:32,12:32:32,3161,28,,0,0,6.2562
47251691,12:33:54,12:33:54,24391,29,,0,0,6.5617
47251691,12:37:50,12:37:50,5788,30,,0,0,7.1689
47251691,12:40:54,12:40:54,455,31,,0,0,7.5796
47251692,14:00:00,14:00:00,14758,1,,0,0,
47251692,14:01:27,14:01:27,9234,2,,0,0,0.3461
47251692,14:02:40,14:02:40,7920,3,,0,0,0.6396
47251692,14:03:20,14:03:20,10146,4,,0,0,0.7989
47251692,14:04:04,14:04:04,3594,5,,0,0,0.9768
47251692,14:05:04,14:05:04,1779,6,,0,0,1.2176
47251692,14:06:36,14:06:36,5729,7,,0,0,1.5837
47251692,14:07:52,14:07:52,393,8,,0,0,1.8887
47251692,14:09:38,14:09:38,4734,9,,0,0,2.2046
47251692,14:11:06,14:11:06,2101,10,,0,0,2.4727
47251692,14:12:26,14:12:26,4719,11,,0,0,2.7179
47251692,14:13:52,14:13:52,2019,12,,0,0,2.9794
47251692,14:14:28,14:14:28,3946,13,,0,0,3.0910
47251692,14:15:56,14:15:56,7601,14,,0,0,3.3604
47251692,14:16:27,14:16:27,23947,15,,0,0,3.4549
47251692,14:16:54,14:16:54,392,16,,0,0,3.5379
47251692,14:20:14,14:20:14,6166,17,,0,0,4.0947
47251692,14:21:55,14:21:55,6265,18,,0,0,4.3823
47251692,14:23:10,14:23:10,7574,19,,0,0,4.5373
47251692,14:24:16,14:24:16,383,20,,0,0,4.6743
47251692,14:25:00,14:25:00,8320,21,,0,0,4.7654
47251692,14:27:20,14:27:20,454,22,,0,0,5.0848
47251692,14:28:04,14:28:04,7952,23,,0,0,5.2515
47251692,14:28:51,14:28:51,8638,24,,0,0,5.4293
47251692,14:30:10,14:30:10,1029,25,,0,0,5.7247
47251692,14:30:55,14:30:55,5607,26,,0,0,5.8927
47251692,14:31:36,14:31:36,4334,27,,0,0,6.0454
47251692,14:32:32,14:32:32,3161,28,,0,0,6.2562
47251692,14:33:54,14:33:54,24391,29,,0,0,6.5617
47251692,14:38:01,14:38:01,5788,30,,0,0,7.1689
47251692,14:41:17,14:41:17,455,31,,0,0,7.5796
47251692,14:47:51,14:47:51,14250,32,,0,0,8.7698
47251692,14:51:14,14:51:14,6966,33,,0,0,9.2699
47251692,14:52:55,14:52:55,1489,34,,0,0,9.5183
47251692,14:55:29,14:55:29,23901,35,,0,0,9.9345
47251692,14:56:00,14:56:00,23944,36,,0,0,10.0545
47251692,14:57:07,14:57:07,23945,37,,0,0,10.3151
47251692,14:59:02,14:59:02,7946,38,,0,0,10.7605
47251692,15:01:02,15:01:02,8765,39,,0,0,11.2228
47251692,15:01:53,15:01:53,6925,40,,0,0,11.4199
47251692,15:02:43,15:02:43,4030,41,,0,0,11.6142
47251692,15:04:13,15:04:13,7121,42,,0,0,11.9611
47251692,15:05:44,15:05:44,8467,43,,0,0,12.3126
47251692,15:10:44,15:10:44,23943,44,,0,0,13.4196
47251692,15:12:29,15:12:29,8990,45,,0,0,13.7439
47251692,15:13:12,15:13:12,1678,46,,0,0,13.8786
47251692,15:14:12,15:14:12,15469,47,,0,0,14.0650
47251692,15:16:23,15:16:23,4509,48,,0,0,14.4717
47251692,15:18:18,15:18:18,6701,49,,0,0,14.8268
47251692,15:20:36,15:20:36,23942,50,,0,0,15.2501
47251692,15:22:08,15:22:08,23941,51,,0,0,15.5508
47251692,15:24:17,15:24:17,10060,52,,0,0,15.9732
47251692,15:30:00,15:30:00,23940,53,,0,0,17.0874
47251693,10:30:00,10:30:00,14758,1,,0,0,
47251693,10:31:27,10:31:27,9234,2,,0,0,0.3461
47251693,10:32:40,10:32:40,7920,3,,0,0,0.6396
47251693,10:33:20,10:33:20,10146,4,,0,0,0.7989
47251693,10:34:04,10:34:04,3594,5,,0,0,0.9768
47251693,10:35:04,10:35:04,1779,6,,0,0,1.2176
47251693,10:36:36,10:36:36,5729,7,,0,0,1.5837
47251693,10:37:52,10:37:52,393,8,,0,0,1.8887
47251693,10:39:38,10:39:38,4734,9,,0,0,2.2046
47251693,10:41:06,10:41:06,2101,10,,0,0,2.4727
47251693,10:42:26,10:42:26,4719,11,,0,0,2.7179
47251693,10:43:52,10:43:52,2019,12,,0,0,2.9794
47251693,10:44:28,10:44:28,3946,13,,0,0,3.0910
47251693,10:45:56,10:45:56,7601,14,,0,0,3.3604
47251693,10:46:27,10:46:27,23947,15,,0,0,3.4549
47251693,10:46:54,10:46:54,392,16,,0,0,3.5379
47251693,10:50:14,10:50:14,6166,17,,0,0,4.0947
47251693,10:51:55,10:51:55,6265,18,,0,0,4.3823
47251693,10:53:10,10:53:10,7574,19,,0,0,4.5373
47251693,10:54:16,10:54:16,383,20,,0,0,4.6743
47251693,10:55:00,10:55:00,8320,21,,0,0,4.7654
47251693,10:57:20,10:57:20,454,22,,0,0,5.0848
47251693,10:58:04,10:58:04,7952,23,,0,0,5.2515
47251693,10:58:51,10:58:51,8638,24,,0,0,5.4293
47251693,11:00:10,11:00:10,1029,25,,0,0,5.7247
47251693,11:00:55,11:00:55,5607,26,,0,0,5.8927
47251693,11:01:36,11:01:36,4334,27,,0,0,6.0454
47251693,11:02:32,11:02:32,3161,28,,0,0,6.2562
47251693,11:03:54,11:03:54,24391,29,,0,0,6.5617
47251693,11:08:01,11:08:01,5788,30,,0,0,7.1689
47251693,11:11:17,11:11:17,455,31,,0,0,7.5796
47251693,11:17:51,11:17:51,14250,32,,0,0,8.7698
47251693,11:21:14,11:21:14,6966,33,,0,0,9.2699
47251693,11:22:55,11:22:55,1489,34,,0,0,9.5183
47251693,11:25:29,11:25:29,23901,35,,0,0,9.9345
47251693,11:26:00,11:26:00,23944,36,,0,0,10.0545
47251693,11:27:07,11:27:07,23945,37,,0,0,10.3151
47251693,11:29:02,11:29:02,7946,38,,0,0,10.7605
47251693,11:31:02,11:31:02,8765,39,,0,0,11.2228
47251693,11:31:53,11:31:53,6925,40,,0,0,11.4199
47251693,11:32:43,11:32:43,4030,41,,0,0,11.6142
47251693,11:34:13,11:34:13,7121,42,,0,0,11.9611
47251693,11:35:44,11:35:44,8467,43,,0,0,12.3126
47251693,11:40:44,11:40:44,23943,44,,0,0,13.4196
47251693,11:42:29,11:42:29,8990,45,,0,0,13.7439
47251693,11:43:12,11:43:12,1678,46,,0,0,13.8786
47251693,11:44:12,11:44:12,15469,47,,0,0,14.0650
47251693,11:46:23,11:46:23,4509,48,,0,0,14.4717
47251693,11:48:18,11:48:18,6701,49,,0,0,14.8268
47251693,11:50:36,11:50:36,23942,50,,0,0,15.2501
47251693,11:52:08,11:52:08,23941,51,,0,0,15.5508
47251693,11:54:17,11:54:17,10060,52,,0,0,15.9732
47251693,12:00:00,12:00:00,23940,53,,0,0,17.0874
47251694,9:00:00,9:00:00,14758,1,,0,0,
47251694,9:01:27,9:01:27,9234,2,,0,0,0.3461
