trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
47238592,8:43:07,8:43:07,5434,16,,0,0,3.5673
47238592,8:43:37,8:43:37,7447,17,,0,0,3.7160
47238592,8:44:18,8:44:18,6300,18,,0,0,3.9197
47238592,8:44:48,8:44:48,15394,19,,0,0,4.0707
47238592,8:45:50,8:45:50,5543,20,,0,0,4.3797
47238592,8:48:10,8:48:10,7256,21,,0,0,5.0557
47238592,8:49:10,8:49:10,2896,22,,0,0,5.3558
47238592,8:50:30,8:50:30,8266,23,,0,0,5.7575
47238592,8:51:21,8:51:21,5920,24,,0,0,6.0144
47238592,8:52:51,8:52:51,2169,25,,0,0,6.4638
47238592,8:53:13,8:53:13,3714,26,,0,0,6.5730
47238592,8:53:44,8:53:44,6069,27,,0,0,6.7476
47238592,8:54:18,8:54:18,5512,28,,0,0,6.9383
47238592,8:54:54,8:54:54,9543,29,,0,0,7.1385
47238592,8:55:38,8:55:38,9415,30,,0,0,7.3832
47238592,8:56:10,8:56:10,4483,31,,0,0,7.5639
47238592,8:56:50,8:56:50,5285,32,,0,0,7.7908
47238592,8:57:39,8:57:39,8600,33,,0,0,8.0633
47238592,8:59:50,8:59:50,2591,34,,0,0,8.7946
47238592,9:00:18,9:00:18,6632,35,,0,0,8.8638
47238592,9:03:14,9:03:14,6107,36,,0,0,9.2510
47238592,9:07:00,9:07:00,853,37,,0,0,9.7474
47238592,9:07:32,9:07:32,855,38,,0,0,9.8448
47238592,9:08:52,9:08:52,851,39,,0,0,10.0875
47238592,9:11:10,9:11:10,8400,40,,0,0,10.5062
47238592,9:11:45,9:11:45,8408,41,,0,0,10.6142
47238592,9:13:12,9:13:12,5579,42,,0,0,10.8801
47238592,9:15:08,9:15:08,7054,43,,0,0,11.2327
47238592,9:16:50,9:16:50,24619,44,,0,0,11.5438
47238592,9:18:17,9:18:17,8684,45,,0,0,11.8042
47238592,9:19:27,9:19:27,4657,46,,0,0,12.0223
47238592,9:21:07,9:21:07,3463,47,,0,0,12.3351
47238592,9:22:07,9:22:07,8013,48,,0,0,12.5279
47238592,9:23:09,9:23:09,5177,49,,0,0,12.8056
47238592,9:23:57,9:23:57,4995,50,,0,0,13.0227
47238592,9:24:46,9:24:46,3264,51,,0,0,13.2433
47238592,9:25:53,9:25:53,767,52,,0,0,13.5459
47238592,9:26:10,9:26:10,6569,53,,0,0,13.6050
47238592,9:26:45,9:26:45,8365,54,,0,0,13.7436
47238592,9:28:08,9:28:08,7484,55,,0,0,14.0681
47238592,9:29:10,9:29:10,9693,56,,0,0,14.3125
47238592,9:30:00,9:30:00,14170,57,,0,0,14.4963
47238602,14:59:00,14:59:00,9655,1,,0,0,
47238602,15:00:07,15:00:07,6292,2,,0,0,0.3272
47238602,15:00:47,15:00:47,7745,3,,0,0,0.5242
47238602,15:01:26,15:01:26,2685,4,,0,0,0.7157
47238602,15:02:37,15:02:37,14954,5,,0,0,1.0597
47238602,15:03:22,15:03:22,1218,6,,0,0,1.2818
47238602,15:04:06,15:04:06,6743,7,,0,0,1.4953
47238602,15:05:01,15:05:01,8337,8,,0,0,1.7650
47238602,15:05:51,15:05:51,7223,9,,0,0,2.0105
47238602,15:06:51,15:06:51,9706,10,,0,0,2.3034
47238602,15:07:38,15:07:38,5366,11,,0,0,2.5451
47238602,15:08:04,15:08:04,1507,12,,0,0,2.6990
47238602,15:08:49,15:08:49,3418,13,,0,0,2.9593
47238602,15:09:12,15:09:12,2419,14,,0,0,3.0971
47238602,15:09:49,15:09:49,4677,15,,0,0,3.3149
47238602,15:10:32,15:10:32,5434,16,,0,0,3.5673
47238602,15:10:57,15:10:57,7447,17,,0,0,3.7160
47238602,15:11:32,15:11:32,6300,18,,0,0,3.9197
47238602,15:11:58,15:11:58,15394,19,,0,0,4.0707
47238602,15:12:51,15:12:51,5543,20,,0,0,4.3797
47238602,15:14:33,15:14:33,7256,21,,0,0,5.0557
47238602,15:15:16,15:15:16,2896,22,,0,0,5.3558
47238602,15:16:13,15:16:13,8266,23,,0,0,5.7575
47238602,15:16:49,15:16:49,5920,24,,0,0,6.0144
47238602,15:17:53,15:17:53,2169,25,,0,0,6.4638
47238602,15:18:09,15:18:09,3714,26,,0,0,6.5730
47238602,15:18:31,15:18:31,6069,27,,0,0,6.7476
47238602,15:18:55,15:18:55,5512,28,,0,0,6.9383
47238602,15:19:20,15:19:20,9543,29,,0,0,7.1385
47238602,15:19:51,15:19:51,9415,30,,0,0,7.3832
47238602,15:20:14,15:20:14,4483,31,,0,0,7.5639
47238602,15:20:43,15:20:43,5285,32,,0,0,7.7908
47238602,15:21:18,15:21:18,8600,33,,0,0,8.0633
47238602,15:22:52,15:22:52,2591,34,,0,0,8.7946
47238602,15:23:10,15:23:10,6632,35,,0,0,8.8638
47238602,15:24:50,15:24:50,6107,36,,0,0,9.2510
47238602,15:27:00,15:27:00,853,37,,0,0,9.7474
47238602,15:27:28,15:27:28,855,38,,0,0,9.8448
47238602,15:28:40,15:28:40,851,39,,0,0,10.0875
47238602,15:30:44,15:30:44,8400,40,,0,0,10.5062
47238602,15:31:16,15:31:16,8408,41,,0,0,10.6142
47238602,15:32:35,15:32:35,5579,42,,0,0,10.8801
47238602,15:34:19,15:34:19,7054,43,,0,0,11.2327
47238602,15:35:51,15:35:51,24619,44,,0,0,11.5438
47238602,15:37:02,15:37:02,8684,45,,0,0,11.8042
47238602,15:37:58,15:37:58,4657,46,,0,0,12.0223
47238602,15:39:18,15:39:18,3463,47,,0,0,12.3351
47238602,15:40:05,15:40:05,8013,48,,0,0,12.5279
47238602,15:40:51,15:40:51,5177,49,,0,0,12.8056
47238602,15:41:27,15:41:27,4995,50,,0,0,13.0227
47238602,15:42:04,15:42:04,3264,51,,0,0,13.2433
47238602,15:42:54,15:42:54,767,52,,0,0,13.5459
47238602,15:43:10,15:43:10,6569,53,,0,0,13.6050
47238602,15:43:45,15:43:45,8365,54,,0,0,13.7436
47238602,15:45:08,15:45:08,7484,55,,0,0,14.0681
47238602,15:46:10,15:46:10,9693,56,,0,0,14.3125
47238602,15:47:00,15:47:00,14170,57,,0,0,14.4963
47238743,7:33:00,7:33:00,14170,1,,0,0,
47238743,7:34:14,7:34:14,1149,2,,0,0,0.2567
47238743,7:35:56,7:35:56,730,3,,0,0,0.6071
47238743,7:36:49,7:36:49,7559,4,,0,0,0.7920
47238743,7:37:53,7:37:53,2073,5,,0,0,1.0129
47238743,7:39:22,7:39:22,737,6,,0,0,1.3249
47238743,7:40:24,7:40:24,7466,7,,0,0,1.5493
47238743,7:41:25,7:41:25,265,8,,0,0,1.7687
47238743,7:42:44,7:42:44,10375,9,,0,0,2.0526
47238743,7:43:51,7:43:51,7942,10,,0,0,2.2343
47238743,7:46:07,7:46:07,1839,11,,0,0,2.5852
47238743,7:47:27,7:47:27,8067,12,,0,0,2.7941
47238743,7:48:53,7:48:53,9775,13,,0,0,3.0177
47238743,7:51:26,7:51:26,2604,14,,0,0,3.4088
47238743,7:52:38,7:52:38,5614,15,,0,0,3.5949
47238743,7:53:29,7:53:29,2606,16,,0,0,3.7262
47238743,7:56:05,7:56:05,8152,17,,0,0,4.1293
47238743,7:56:51,7:56:51,852,18,,0,0,4.2485
47238743,7:57:00,7:57:00,853,19,,1,1,4.2659
47238743,7:57:33,7:57:33,854,20,,0,0,4.3529
47238743,7:59:19,7:59:19,850,21,,0,0,4.6279
47238743,8:01:24,8:01:24,12890,22,,0,0,4.9518
47238743,8:02:17,8:02:17,394,23,,0,0,5.0892
47238743,8:04:47,8:04:47,8328,24,,0,0,5.4758
47238743,8:07:48,8:07:48,1040,25,,0,0,6.2248
47238743,8:09:02,8:09:02,2336,26,,0,0,6.5427
47238743,8:09:43,8:09:43,8524,27,,0,0,6.7212
47238743,8:10:33,8:10:33,5096,28,,0,0,6.9362
47238743,8:12:02,8:12:02,2968,29,,0,0,7.3185
47238743,8:13:03,8:13:03,7462,30,,0,0,7.5808
47238743,8:13:51,8:13:51,2349,31,,0,0,7.7900
47238743,8:15:02,8:15:02,1343,32,,0,0,8.2665
47238743,8:15:43,8:15:43,2557,33,,0,0,8.5669
47238743,8:16:36,8:16:36,3858,34,,0,0,8.9484
47238743,8:17:12,8:17:12,1760,35,,0,0,9.2071
47238743,8:19:00,8:19:00,5753,36,,0,0,9.9660
47238743,8:19:43,8:19:43,5910,37,,0,0,10.2081
47238743,8:20:07,8:20:07,6427,38,,0,0,10.3470
47238743,8:20:44,8:20:44,8627,39,,0,0,10.5548
47238743,8:21:34,8:21:34,3734,40,,0,0,10.8363
47238743,8:22:35,8:22:35,8803,41,,0,0,11.1838
47238743,8:23:11,8:23:11,2268,42,,0,0,11.3895
47238743,8:24:01,8:24:01,1477,43,,0,0,11.6710
47238743,8:25:10,8:25:10,6886,44,,0,0,12.0553
47238743,8:25:50,8:25:50,8178,45,,0,0,12.3118
47238743,8:26:35,8:26:35,5258,46,,0,0,12.5988
47238743,8:27:05,8:27:05,7896,47,,0,0,12.7907
47238743,8:27:39,8:27:39,3724,48,,0,0,13.0042
47238743,8:28:32,8:28:32,10168,49,,0,0,13.3408
47238743,8:29:09,8:29:09,5861,50,,0,0,13.5742
47238743,8:29:44,8:29:44,1661,51,,0,0,13.7983
47238743,8:31:00,8:31:00,9655,52,,0,0,14.2452
47239015,15:28:20,15:28:20,2865,1,,0,0,0.7845
47239015,15:44:00,15:44:00,14235,2,,0,0,5.0172
47239217,14:34:36,14:34:36,512,1,,0,0,
47239217,14:42:45,14:42:45,3011,2,,0,0,5.6597
47239217,14:43:29,14:43:29,5407,3,,0,0,6.1739
47239217,14:43:48,14:43:48,2014,4,,0,0,6.3996
47239217,14:44:01,14:44:01,1817,5,,0,0,6.5609
47239217,14:44:30,14:44:30,5343,6,,0,0,6.9044
47239217,14:44:50,14:44:50,7008,7,,0,0,7.1432
47239217,14:45:03,14:45:03,9892,8,,0,0,7.2950
47239217,14:45:17,14:45:17,3854,9,,0,0,7.4577
47239217,14:46:00,14:46:00,14236,10,,0,0,7.9128
47239218,14:39:36,14:39:36,512,1,,0,0,
47239218,14:47:45,14:47:45,3011,2,,0,0,5.6597
47239218,14:48:29,14:48:29,5407,3,,0,0,6.1739
47239218,14:48:48,14:48:48,2014,4,,0,0,6.3996
47239218,14:49:01,14:49:01,1817,5,,0,0,6.5609
47239218,14:49:30,14:49:30,5343,6,,0,0,6.9044
47239218,14:49:50,14:49:50,7008,7,,0,0,7.1432
47239218,14:50:03,14:50:03,9892,8,,0,0,7.2950
47239218,14:50:17,14:50:17,3854,9,,0,0,7.4577
47239218,14:51:00,14:51:00,14236,10,,0,0,7.9128
47239659,8:30:00,8:30:00,14229,1,,0,0,
47239659,8:34:28,8:34:28,24339,2,,0,0,1.0186
47239659,8:36:03,8:36:03,8986,3,,0,0,1.3830
47239659,8:38:18,8:38:18,9602,4,,0,0,1.9323
47239659,8:40:14,8:40:14,9553,5,,0,0,2.6114
47239659,8:41:00,8:41:00,4960,6,,0,0,2.8799
47239659,8:41:46,8:41:46,5029,7,,0,0,3.1509
47239659,8:43:22,8:43:22,10142,8,,0,0,3.7165
47239659,8:44:09,8:44:09,7424,9,,0,0,3.9954
47239659,8:45:06,8:45:06,24344,10,,0,0,4.3121
47239659,8:45:44,8:45:44,4583,11,,0,0,4.5379
47239659,8:46:36,8:46:36,8036,12,,0,0,4.8495
47239659,8:47:41,8:47:41,24345,13,,0,0,5.2379
47239659,8:49:09,8:49:09,5699,14,,0,0,5.7521
47239659,8:50:31,8:50:31,2012,15,,0,0,6.2488
47239659,8:51:00,8:51:00,4522,16,,0,0,6.4261
47239659,8:51:20,8:51:20,8688,17,,0,0,6.5523
47239659,8:51:52,8:51:52,9437,18,,0,0,6.7497
47239659,8:52:41,8:52:41,6582,19,,0,0,7.0489
47239659,8:53:35,8:53:35,14939,20,,0,0,7.3799
47239659,8:54:19,8:54:19,9239,21,,0,0,7.6512
47239659,8:55:04,8:55:04,1064,22,,0,0,7.9249
47239659,8:56:07,8:56:07,5659,23,,0,0,8.3096
47239659,8:56:29,8:56:29,1692,24,,0,0,8.4452
47239659,8:58:12,8:58:12,4965,25,,0,0,9.0745
47239659,8:58:53,8:58:53,7970,26,,0,0,9.3243
47239659,8:59:43,8:59:43,5082,27,,0,0,9.6311
47239659,9:00:16,9:00:16,8259,28,,0,0,9.8329
47239659,9:00:49,9:00:49,8058,29,,0,0,10.0338
47239659,9:01:19,9:01:19,6947,30,,0,0,10.1623
47239659,9:01:41,9:01:41,8206,31,,0,0,10.2842
47239659,9:02:21,9:02:21,2593,32,,0,0,10.5093
47239659,9:03:26,9:03:26,8291,33,,0,0,10.8711
47239659,9:05:22,9:05:22,7155,34,,0,0,11.5084
47239659,9:06:53,9:06:53,8262,35,,0,0,12.0089
47239948,8:35:00,8:35:00,14229,1,,0,0,
47239948,8:39:28,8:39:28,24339,2,,0,0,1.0186
47239948,8:41:03,8:41:03,8986,3,,0,0,1.3830
47239948,8:43:18,8:43:18,9602,4,,0,0,1.9323
47239948,8:45:14,8:45:14,9553,5,,0,0,2.6114
47239948,8:46:00,8:46:00,4960,6,,0,0,2.8799
47239948,8:46:46,8:46:46,5029,7,,0,0,3.1509
47239948,8:48:22,8:48:22,10142,8,,0,0,3.7165
47239948,8:49:09,8:49:09,7424,9,,0,0,3.9954
47239948,8:50:06,8:50:06,24344,10,,0,0,4.3121
47239948,8:50:44,8:50:44,4583,11,,0,0,4.5379
47239948,8:51:36,8:51:36,8036,12,,0,0,4.8495
47239948,8:52:41,8:52:41,24345,13,,0,0,5.2379
47239948,8:54:09,8:54:09,5699,14,,0,0,5.7521
47239948,8:55:31,8:55:31,2012,15,,0,0,6.2488
47239948,8:56:00,8:56:00,4522,16,,0,0,6.4261
47239948,8:56:20,8:56:20,8688,17,,0,0,6.5523
47239948,8:56:52,8:56:52,9437,18,,0,0,6.7497
47239948,8:57:41,8:57:41,6582,19,,0,0,7.0489
47239948,8:58:35,8:58:35,14939,20,,0,0,7.3799
47239948,8:59:19,8:59:19,9239,21,,0,0,7.6512
47239948,9:00:04,9:00:04,1064,22,,0,0,7.9249
47239948,9:01:07,9:01:07,5659,23,,0,0,8.3096
47239948,9:01:29,9:01:29,1692,24,,0,0,8.4452
47239948,9:03:12,9:03:12,4965,25,,0,0,9.0745
47239948,9:03:53,9:03:53,7970,26,,0,0,9.3243
47239948,9:04:43,9:04:43,5082,27,,0,0,9.6311
47239948,9:05:16,9:05:16,8259,28,,0,0,9.8329
47239948,9:05:49,9:05:49,8058,29,,0,0,10.0338
47239948,9:06:19,9:06:19,6947,30,,0,0,10.1623
47239948,9:06:41,9:06:41,8206,31,,0,0,10.2842
47239948,9:07:21,9:07:21,2593,32,,0,0,10.5093
47239948,9:08:26,9:08:26,8291,33,,0,0,10.8711
47239948,9:10:22,9:10:22,7155,34,,0,0,11.5084
47239948,9:11:53,9:11:53,8262,35,,0,0,12.0089
47240034,15:04:54,15:04:54,5757,1,,0,0,
47240034,15:06:42,15:06:42,1076,2,,0,0,0.6009
47240034,15:08:16,15:08:16,9496,3,,0,0,1.1185
47240034,15:09:25,15:09:25,1046,4,,0,0,1.5004
47240034,15:10:09,15:10:09,4458,5,,0,0,1.7445
47240034,15:10:54,15:10:54,5318,6,,0,0,1.9932
47240034,15:11:34,15:11:34,14616,7,,0,0,2.2052
47240034,15:12:09,15:12:09,14615,8,,0,0,2.4060
47240034,15:13:10,15:13:10,6988,9,,0,0,2.7524
47240034,15:14:00,15:14:00,7081,10,,0,0,3.0351
47240034,15:15:37,15:15:37,6359,11,,0,0,3.5774
47240034,15:16:11,15:16:11,2552,12,,0,0,3.7715
47240034,15:17:13,15:17:13,5843,13,,0,0,4.1211
47240034,15:18:17,15:18:17,6673,14,,0,0,4.4817
47240034,15:19:04,15:19:04,719,15,,0,0,4.7462
47240034,15:19:59,15:19:59,4273,16,,0,0,5.0543
47240034,15:20:25,15:20:25,5081,17,,0,0,5.2014
47240034,15:21:15,15:21:15,6428,18,,0,0,5.4848
47240034,15:21:45,15:21:45,4642,19,,0,0,5.6541
47240034,15:22:17,15:22:17,1471,20,,0,0,5.8384
47240034,15:23:35,15:23:35,10333,21,,0,0,6.2788
47240034,15:24:10,15:24:10,7581,22,,0,0,6.4200
47240034,15:25:51,15:25:51,24346,23,,0,0,6.9003
47240034,15:27:03,15:27:03,1281,24,,0,0,7.2453
47240034,15:27:57,15:27:57,8596,25,,0,0,7.5024
47240034,15:29:12,15:29:12,322,26,,0,0,7.8503
47240034,15:29:54,15:29:54,1933,27,,0,0,8.0446
47240034,15:31:02,15:31:02,24343,28,,0,0,8.3564
47240034,15:33:10,15:33:10,24342,29,,0,0,8.9409
47240034,15:34:09,15:34:09,7941,30,,0,0,9.2104
47240034,15:34:53,15:34:53,3042,31,,0,0,9.4144
47240034,15:37:11,15:37:11,8136,32,,0,0,10.0444
47240034,15:38:50,15:38:50,4194,33,,0,0,10.6582
47240034,15:39:39,15:39:39,15211,34,,0,0,11.0676
47240034,15:41:13,15:41:13,9949,35,,0,0,11.8422
47240034,15:42:00,15:42:00,14229,36,,0,0,12.2136
47240118,14:59:54,14:59:54,5757,1,,0,0,
47240118,15:01:42,15:01:42,1076,2,,0,0,0.6009
47240118,15:03:16,15:03:16,9496,3,,0,0,1.1185
47240118,15:04:25,15:04:25,1046,4,,0,0,1.5004
47240118,15:05:09,15:05:09,4458,5,,0,0,1.7445
47240118,15:05:54,15:05:54,5318,6,,0,0,1.9932
47240118,15:06:34,15:06:34,14616,7,,0,0,2.2052
47240118,15:07:09,15:07:09,14615,8,,0,0,2.4060
47240118,15:08:10,15:08:10,6988,9,,0,0,2.7524
47240118,15:09:00,15:09:00,7081,10,,0,0,3.0351
47240118,15:10:37,15:10:37,6359,11,,0,0,3.5774
47240118,15:11:11,15:11:11,2552,12,,0,0,3.7715
47240118,15:12:13,15:12:13,5843,13,,0,0,4.1211
47240118,15:13:17,15:13:17,6673,14,,0,0,4.4817
47240118,15:14:04,15:14:04,719,15,,0,0,4.7462
47240118,15:14:59,15:14:59,4273,16,,0,0,5.0543
47240118,15:15:25,15:15:25,5081,17,,0,0,5.2014
47240118,15:16:15,15:16:15,6428,18,,0,0,5.4848
47240118,15:16:45,15:16:45,4642,19,,0,0,5.6541
47240118,15:17:17,15:17:17,1471,20,,0,0,5.8384
47240118,15:18:35,15:18:35,10333,21,,0,0,6.2788
47240118,15:19:10,15:19:10,7581,22,,0,0,6.4200
47240118,15:20:51,15:20:51,24346,23,,0,0,6.9003
47240118,15:22:03,15:22:03,1281,24,,0,0,7.2453
47240118,15:22:57,15:22:57,8596,25,,0,0,7.5024
47240118,15:24:12,15:24:12,322,26,,0,0,7.8503
47240118,15:24:54,15:24:54,1933,27,,0,0,8.0446
47240118,15:26:02,15:26:02,24343,28,,0,0,8.3564
47240118,15:28:10,15:28:10,24342,29,,0,0,8.9409
47240118,15:29:09,15:29:09,7941,30,,0,0,9.2104
47240118,15:29:53,15:29:53,3042,31,,0,0,9.4144
47240118,15:32:11,15:32:11,8136,32,,0,0,10.0444
47240118,15:33:50,15:33:50,4194,33,,0,0,10.6582
47240118,15:34:39,15:34:39,15211,34,,0,0,11.0676
47240118,15:36:13,15:36:13,9949,35,,0,0,11.8422
47240118,15:37:00,15:37:00,14229,36,,0,0,12.2136
47240119,14:41:54,14:41:54,9556,1,,0,0,
47240119,14:44:55,14:44:55,5757,2,,0,0,0.9121
47240119,14:46:42,14:46:42,1076,3,,0,0,1.4980
47240119,14:48:16,14:48:16,9496,4,,0,0,2.0157
47240119,14:49:25,14:49:25,1046,5,,0,0,2.3976
47240119,14:50:09,14:50:09,4458,6,,0,0,2.6417
47240119,14:50:54,14:50:54,5318,7,,0,0,2.8904
47240119,14:51:34,14:51:34,14616,8,,0,0,3.1024
47240119,14:52:09,14:52:09,14615,9,,0,0,3.3032
47240119,14:53:10,14:53:10,6988,10,,0,0,3.6496
47240119,14:54:00,14:54:00,7081,11,,0,0,3.9323
47240119,14:55:37,14:55:37,6359,12,,0,0,4.4745
47240119,14:56:11,14:56:11,2552,13,,0,0,4.6687
47240119,14:57:13,14:57:13,5843,14,,0,0,5.0183
47240119,14:58:17,14:58:17,6673,15,,0,0,5.3789
47240119,14:59:04,14:59:04,719,16,,0,0,5.6433
47240119,14:59:59,14:59:59,4273,17,,0,0,5.9515
47240119,15:00:25,15:00:25,5081,18,,0,0,6.0986
47240119,15:01:15,15:01:15,6428,19,,0,0,6.3820
47240119,15:01:45,15:01:45,4642,20,,0,0,6.5512
47240119,15:02:17,15:02:17,1471,21,,0,0,6.7356
47240119,15:03:35,15:03:35,10333,22,,0,0,7.1760
47240119,15:04:10,15:04:10,7581,23,,0,0,7.3172
47240119,15:05:51,15:05:51,24346,24,,0,0,7.7975
47240119,15:07:03,15:07:03,1281,25,,0,0,8.1425
47240119,15:07:57,15:07:57,8596,26,,0,0,8.3996
47240119,15:09:12,15:09:12,322,27,,0,0,8.7475
47240119,15:09:54,15:09:54,1933,28,,0,0,8.9417
47240119,15:11:02,15:11:02,24343,29,,0,0,9.2536
47240119,15:13:10,15:13:10,24342,30,,0,0,9.8381
47240119,15:14:09,15:14:09,7941,31,,0,0,10.1075
47240119,15:14:53,15:14:53,3042,32,,0,0,10.3116
47240119,15:17:11,15:17:11,8136,33,,0,0,10.9416
47240119,15:18:50,15:18:50,4194,34,,0,0,11.5554
47240119,15:19:39,15:19:39,15211,35,,0,0,11.9648
47240119,15:21:13,15:21:13,9949,36,,0,0,12.7394
47240119,15:22:00,15:22:00,14229,37,,0,0,13.1108
47240529,14:49:44,14:49:44,1758,1,,0,0,
47240529,14:50:23,14:50:23,1752,2,,0,0,0.3340
47240529,14:51:18,14:51:18,2746,3,,0,0,0.7938
47240529,14:51:47,14:51:47,9298,4,,0,0,1.0412
47240529,14:52:23,14:52:23,9196,5,,0,0,1.3393
47240529,14:52:57,14:52:57,9987,6,,0,0,1.6271
47240529,14:54:31,14:54:31,5945,7,,0,0,2.4064
47240529,14:55:13,14:55:13,5490,8,,0,0,2.7579
47240529,14:55:54,14:55:54,3801,9,,0,0,3.0996
47240529,14:56:52,14:56:52,1529,10,,0,0,3.3628
47240529,14:57:43,14:57:43,7514,11,,0,0,3.6030
47240529,14:58:29,14:58:29,5532,12,,0,0,3.8193
47240529,14:59:05,14:59:05,2522,13,,0,0,3.9897
47240529,15:00:30,15:00:30,15032,14,,0,0,4.3895
47240529,15:01:34,15:01:34,7020,15,,0,0,4.6900
47240529,15:02:22,15:02:22,1939,16,,0,0,4.9145
47240529,15:03:06,15:03:06,8903,17,,0,0,5.1218
47240529,15:03:53,15:03:53,999,18,,0,0,5.3454
47240529,15:05:04,15:05:04,3243,19,,0,0,5.5683
47240529,15:06:08,15:06:08,10085,20,,0,0,5.8461
47240529,15:06:41,15:06:41,1468,21,,0,0,5.9888
47240529,15:07:49,15:07:49,3287,22,,0,0,6.2853
47240529,15:09:26,15:09:26,2450,23,,0,0,6.7048
47240529,15:10:07,15:10:07,5105,24,,0,0,6.8846
47240529,15:11:00,15:11:00,14305,25,,0,0,7.1007
47240530,15:02:23,15:02:23,6277,1,,0,0,0.0804
47240530,15:11:00,15:11:00,14305,2,,0,0,1.8434
47240531,14:57:23,14:57:23,6277,1,,0,0,0.0804
47240531,15:06:00,15:06:00,14305,2,,0,0,1.8434
47240532,14:44:44,14:44:44,1758,1,,0,0,
47240532,14:45:23,14:45:23,1752,2,,0,0,0.3340
47240532,14:46:18,14:46:18,2746,3,,0,0,0.7938
47240532,14:46:47,14:46:47,9298,4,,0,0,1.0412
47240532,14:47:23,14:47:23,9196,5,,0,0,1.3393
47240532,14:47:57,14:47:57,9987,6,,0,0,1.6271
47240532,14:49:31,14:49:31,5945,7,,0,0,2.4064
47240532,14:50:13,14:50:13,5490,8,,0,0,2.7579
47240532,14:50:54,14:50:54,3801,9,,0,0,3.0996
47240532,14:51:52,14:51:52,1529,10,,0,0,3.3628
47240532,14:52:43,14:52:43,7514,11,,0,0,3.6030
47240532,14:53:29,14:53:29,5532,12,,0,0,3.8193
47240532,14:54:05,14:54:05,2522,13,,0,0,3.9897
47240532,14:55:30,14:55:30,15032,14,,0,0,4.3895
47240532,14:56:34,14:56:34,7020,15,,0,0,4.6900
47240532,14:57:22,14:57:22,1939,16,,0,0,4.9145
47240532,14:58:06,14:58:06,8903,17,,0,0,5.1218
47240532,14:58:53,14:58:53,999,18,,0,0,5.3454
47240532,15:00:04,15:00:04,3243,19,,0,0,5.5683
47240532,15:01:08,15:01:08,10085,20,,0,0,5.8461
